City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,kavaratti,10.5669,72.642,28.79,71,69,2.68,IN,1701330507
363,tromso,69.6496,18.957,-0.99,59,75,3.09,NO,1701330703
364,nola,40.922,14.5329,16.07,87,100,2.82,IT,1701330704
365,scottburgh,-30.2867,30.7532,21.15,55,58,2.89,ZA,1701330704
366,port blair,11.6667,92.75,29.02,74,100,4.12,IN,1701330705
367,villa nueva,14.5269,-90.5875,18.01,94,75,5.14,GT,1701330705
368,margate,51.3813,1.3862,3.72,84,39,4.69,GB,1701330705
369,vavuniya,8.7514,80.4971,28.75,66,97,3.03,LK,1701330706
370,port moresby,-9.4431,147.1797,28.68,79,75,3.09,PG,1701330706
371,oruro,-17.9833,-67.15,9.99,66,98,3.12,BO,1701330707
372,tazacorte,28.629,-17.9293,21.54,88,40,8.23,ES,1701330707
373,kukawa,12.9234,13.5606,29.6,25,4,7.34,NG,1701330707
374,lamu,-2.2717,40.902,31.12,67,92,3.7,KE,1701330708
375,richards bay,-28.783,32.0377,23.8,42,37,4.28,ZA,1701330476
376,sarh,9.1429,18.3923,25.95,78,0,2.06,TD,1701330708
377,dzilam gonzalez,21.2833,-88.9333,20.78,80,81,2.32,MX,1701330709
378,yatou,37.15,122.3833,1.09,64,98,5.42,CN,1701330709
379,mount pearl,47.5166,-52.7813,-1.69,92,100,6.69,CA,1701330527
380,sayat,38.7839,63.8803,6.93,32,13,2.95,TM,1701330712
381,holualoa,19.6228,-155.9522,22.91,98,75,1.54,US,1701330712
382,okha,53.5739,142.9478,-13.53,84,59,7.78,RU,1701330712
383,nova olimpia,-14.7972,-57.2881,25.9,54,98,0.98,BR,1701330713
384,marsa alam,25.0757,34.8918,25.1,44,0,4.61,EG,1701330713
385,watampone,-4.5386,120.3279,29.94,71,97,3.22,ID,1701330713
386,el abiodh sidi cheikh,32.893,0.5484,11.1,31,39,2.81,DZ,1701330714
387,ta`u,-14.2336,-169.5144,27.7,83,38,8.84,AS,1701330714
388,knyaze-volkonskoye,48.4642,135.4567,-18.81,97,17,1.44,RU,1701330714
389,flying fish cove,-10.4217,105.6791,27.82,69,75,4.63,CX,1701330715
390,las veredas,23.1388,-109.7075,23.95,89,94,0.45,MX,1701330716
391,hammerfest,70.6634,23.6821,-0.75,80,75,5.14,NO,1701330464
392,opuwo,-18.0607,13.84,26.41,39,100,2.13,NA,1701330716
393,majene,-3.5403,118.9707,28.94,76,72,2.0,ID,1701330716
394,jaleshwar,26.6471,85.8008,28.48,38,94,2.17,NP,1701330717
395,grand-lahou,5.1367,-5.0242,27.22,79,60,1.12,CI,1701330717
396,badger,64.8,-147.5333,-10.05,87,20,2.06,US,1701330717
397,malango,-2.9627,119.9001,24.54,91,100,1.06,ID,1701330718
398,oroqen zizhiqi,50.5667,123.7167,-9.43,71,96,3.3,CN,1701330718
399,konarka,19.9,86.1167,31.22,49,33,5.36,IN,1701330718
400,severo-yeniseyskiy,60.3725,93.0408,-5.24,95,99,0.89,RU,1701330475
401,shahpura,27.3833,75.9667,25.09,36,18,2.15,IN,1701330719
402,xinyuan,37.3,99.0,-0.71,11,0,5.31,CN,1701330719
403,fort-shevchenko,44.5086,50.263,9.64,54,93,11.09,KZ,1701330719
404,posto fiscal rolim de moura,-13.0833,-62.2667,22.19,97,99,0.9,BR,1701330719
405,berezanskaya,45.7056,39.5932,7.62,94,100,5.02,RU,1701330720
406,floriano,-6.7669,-43.0225,24.57,64,1,1.84,BR,1701330720
407,alta,69.9689,23.2717,-1.41,83,75,6.17,NO,1701330436
408,al hazm,16.1641,44.7769,24.57,29,8,4.43,YE,1701330720
409,nadym,65.5333,72.5167,-13.66,95,44,5.43,RU,1701330721
410,fortuna,40.5982,-124.1573,6.1,92,0,0.0,US,1701330512
411,vyritsa,59.4078,30.3481,-3.27,91,100,5.04,RU,1701330721
412,samana,19.2056,-69.3369,23.55,89,91,1.96,DO,1701330722
413,cill airne,52.05,-9.5167,0.13,92,24,3.43,IE,1701330722
414,quellon,-43.1167,-73.6167,10.99,87,100,5.19,CL,1701330722
415,new norfolk,-42.7826,147.0587,15.51,77,89,2.17,AU,1701330723
416,pacific grove,36.6177,-121.9166,12.82,89,20,2.06,US,1701330723
417,canico,32.6333,-16.85,20.95,84,75,9.77,PT,1701330724
418,livingston,55.9029,-3.5226,1.19,93,40,2.06,GB,1701330725
419,itoman,26.1247,127.6694,23.43,61,75,9.26,JP,1701330725
420,ingeniero guillermo n. juarez,-23.9,-61.85,27.17,66,100,2.76,AR,1701330725
421,villaguay,-31.8653,-59.0269,19.82,77,100,4.62,AR,1701330726
422,hilo,19.7297,-155.09,24.85,96,75,2.57,US,1701330668
423,paciran,-6.8767,112.3761,30.75,67,100,4.82,ID,1701330727
424,altoona,40.5187,-78.3947,2.14,84,5,2.69,US,1701330547
425,altai,46.3722,96.2583,-8.06,43,6,0.85,MN,1701330728
426,salaga,8.5508,-0.5188,29.15,60,5,2.7,GH,1701330728
427,dauphin,51.1494,-100.0502,-0.92,74,100,5.66,CA,1701330729
428,yamada,39.4667,141.95,-0.03,59,8,2.8,JP,1701330729
429,chui,-33.6971,-53.4616,19.2,96,100,1.82,UY,1701330730
430,bodo,67.28,14.405,-3.46,75,0,7.2,NO,1701330730
431,khandyga,62.6667,135.6,-25.23,99,100,1.58,RU,1701330731
432,bondo,3.8146,23.6866,26.78,71,87,1.1,CD,1701330731
433,magnolia,33.2671,-93.2393,8.83,66,100,2.69,US,1701330481
434,debark',13.1561,37.8981,16.01,27,9,1.82,ET,1701330733
435,mermoz boabab,14.7065,-17.4758,23.88,88,0,2.06,SN,1701330734
436,raduzhny,62.0961,77.475,-11.95,93,42,1.39,RU,1701330734
437,tandag,9.0783,126.1986,26.97,85,52,0.79,PH,1701330734
438,bratsk,56.1325,101.6142,-11.73,92,98,3.15,RU,1701330735
439,ketchikan,55.3422,-131.6461,6.26,81,100,5.14,US,1701330735
440,namie,37.4833,141.0,5.55,63,30,6.12,JP,1701330735
441,hays,30.0502,-98.0336,14.08,92,100,1.79,US,1701330736
442,idri,27.5,13.2667,19.65,18,0,1.94,LY,1701330736
443,westport,41.1415,-73.3579,2.12,53,100,4.12,US,1701330736
444,fort st. john,56.2499,-120.8529,-7.06,68,0,1.03,CA,1701330491
445,mhamid,29.82,-5.72,14.65,35,85,1.85,MA,1701330737
446,susuman,62.7833,148.1667,-26.69,100,100,0.91,RU,1701330474
447,kruisfontein,-34.0033,24.7314,25.5,20,99,6.69,ZA,1701330495
448,aras-asan,8.8908,126.3033,27.22,82,74,1.08,PH,1701330738
449,junin de los andes,-39.9504,-71.0694,6.53,92,12,2.89,AR,1701330738
450,bubaque,11.2833,-15.8333,27.74,58,30,1.72,GW,1701330492
451,gamba,-2.65,10.0,27.37,77,98,1.47,GA,1701330739
452,yagoua,10.3411,15.2329,30.42,18,76,4.77,CM,1701330740
453,santana,-0.0583,-51.1817,26.1,89,75,1.03,BR,1701330533
454,ilhabela,-23.7781,-45.3581,23.07,89,1,1.49,BR,1701330741
455,solnechnyy,50.7214,136.6319,-21.22,98,89,2.13,RU,1701330741
456,puerto carreno,6.189,-67.4859,24.25,72,99,3.74,CO,1701330741
457,inyonga,-6.7167,32.0667,26.19,62,60,0.58,TZ,1701330742
458,talara,-4.5772,-81.2719,20.55,80,54,4.4,PE,1701330742
459,dobrinka,52.1653,40.4731,0.46,80,100,5.77,RU,1701330742
460,williamsport,41.2412,-77.0011,-1.93,71,40,0.0,US,1701330384
461,sumbawa besar,-8.5,117.4333,29.39,74,99,2.05,ID,1701330743
462,nuuk,64.1835,-51.7216,2.34,87,75,7.72,GL,1701330506
463,fray luis beltran,-39.3167,-65.7667,17.56,44,0,3.33,AR,1701330745
464,durango,24.8333,-104.8333,9.05,57,77,2.86,MX,1701330746
465,ulladulla,-35.35,150.4667,19.31,83,84,3.79,AU,1701330746
466,ulaangom,49.9811,92.0667,-12.91,94,98,0.7,MN,1701330746
467,majuro,7.0897,171.3803,27.98,78,100,2.57,MH,1701330747
468,peskovka,59.0448,52.3606,-10.27,97,100,1.04,RU,1701330747
469,alliance,40.9153,-81.1059,-0.05,81,3,3.84,US,1701330747
470,rouissat,31.9243,5.3502,8.04,29,0,3.6,DZ,1701330748
471,pali,25.7667,73.3333,26.19,34,0,2.61,IN,1701330748
472,alpiarca,39.2571,-8.5819,17.19,99,100,1.34,PT,1701330748
473,lincoln city,44.9582,-124.0179,7.14,77,100,5.81,US,1701330639
474,saldanha,-33.0117,17.9442,29.03,36,5,1.47,ZA,1701330749
475,diu,20.7141,70.9822,28.32,42,2,1.86,IN,1701330750
476,ouadda,8.0777,22.4007,28.69,37,100,2.34,CF,1701330750
477,howard springs,-12.497,131.047,32.95,76,95,5.12,AU,1701330750
478,porto novo,6.4965,2.6036,26.9,74,26,1.52,BJ,1701330751
479,merizo village,13.2658,144.6691,30.32,90,13,7.71,GU,1701330751
480,taitung city,22.7583,121.1444,26.15,78,75,3.09,TW,1701330751
481,lautoka,-17.6167,177.4667,28.92,74,40,3.09,FJ,1701330483
482,sao joao da barra,-21.6403,-41.0511,23.43,91,100,5.04,BR,1701330477
483,palangkaraya,-2.2,113.8333,33.08,53,83,1.85,ID,1701330752
484,tekeli,44.83,78.8239,5.25,78,100,1.79,KZ,1701330752
485,pauini,-7.7136,-66.9764,22.44,99,100,0.08,BR,1701330753
486,san pedro pochutla,15.7333,-96.4667,22.96,88,100,1.85,MX,1701330753
487,lazaro cardenas,17.9583,-102.2,24.64,88,95,1.75,MX,1701330753
488,remire-montjoly,4.9167,-52.2667,24.02,94,20,0.0,GF,1701330454
489,patterson,37.4716,-121.1297,11.79,88,82,1.29,US,1701330593
490,waddan,29.1614,16.139,19.61,24,0,1.36,LY,1701330754
491,sao gabriel da cachoeira,-0.1303,-67.0892,22.57,99,97,0.79,BR,1701330755
492,vicosa,-20.7539,-42.8819,19.78,95,92,2.19,BR,1701330755
493,tuy hoa,13.0833,109.3,25.95,88,100,4.75,VN,1701330755
494,kitui,-1.367,38.0106,24.47,64,74,4.03,KE,1701330756
495,hoa binh,20.8133,105.3383,23.68,80,100,0.52,VN,1701330756
496,la ronge,55.1001,-105.2842,-3.86,86,100,1.03,CA,1701330756
497,shendi,16.6915,33.4341,30.5,34,31,5.66,SD,1701330757
498,menaka,15.9182,2.4022,28.31,12,74,5.78,ML,1701330757
499,puerto aysen,-45.4,-72.7,9.88,100,100,2.27,CL,1701330757
500,ivins,37.1686,-113.6794,5.08,56,40,0.45,US,1701330758
501,ghormach,35.7306,63.7826,13.48,55,100,2.84,AF,1701330758
502,rio gallegos,-51.6226,-69.2181,7.03,57,0,10.8,AR,1701330758
503,mariehamn,60.0973,19.9348,0.46,86,100,6.17,AX,1701330759
504,ugoofaaru,5.6667,73.0,27.8,75,51,0.74,MV,1701330759
505,vadso,70.0744,29.7487,0.49,93,100,8.75,NO,1701330759
506,arawa,-6.2132,155.5367,26.59,90,100,1.02,PG,1701330760
507,genhe,50.7833,121.5167,-17.99,95,100,1.58,CN,1701330761
508,beauceville,46.2179,-70.7787,-3.61,86,100,1.03,CA,1701330761
509,ouargla,31.9493,5.325,8.04,29,0,3.6,DZ,1701330761
510,santa elena de uairen,4.6167,-61.1333,18.37,87,100,2.05,VE,1701330762
511,kirensk,57.7853,108.1119,-15.02,98,97,0.89,RU,1701330762
512,karatas,36.582,35.3701,16.08,57,97,5.46,TR,1701330763
513,praia da vitoria,38.7333,-27.0667,14.31,77,75,11.6,PT,1701330763
514,balaka,-14.9793,34.9558,28.97,51,79,5.01,MW,1701330763
515,parun,35.4207,70.9221,2.5,80,100,2.52,AF,1701330763
516,tionk essil,12.7856,-16.5217,22.98,38,47,2.55,SN,1701330764
517,ambovombe,-25.1667,46.0833,31.51,45,30,3.62,MG,1701330764
518,kudat,6.8837,116.8477,24.96,94,40,3.09,MY,1701330765
519,dudhi,24.2167,83.25,24.45,57,99,2.61,IN,1701330765
520,abra pampa,-22.7205,-65.697,12.61,65,65,1.46,AR,1701330765
521,port saint john's,-31.6229,29.5448,21.87,50,3,4.31,ZA,1701330765
522,mahina,-17.5065,-149.489,27.87,74,75,2.06,PF,1701330766
523,villa gesell,-37.2639,-56.973,16.01,89,0,4.9,AR,1701330766
524,reguiba,33.5639,6.7033,12.03,37,0,3.09,DZ,1701330767
525,mbala,-8.8402,31.3659,19.5,80,98,1.14,ZM,1701330768
526,inari,68.906,27.0288,-1.89,97,100,4.29,FI,1701330768
527,pontianak,-0.0333,109.3333,24.99,94,75,8.75,ID,1701330768
528,shalqar,47.8333,59.6,2.07,58,89,5.61,KZ,1701330768
529,graaff-reinet,-32.2522,24.5308,21.62,39,16,1.44,ZA,1701330769
530,kenai,60.5544,-151.2583,2.27,87,100,8.75,US,1701330769
531,tolanaro,-25.0319,46.9987,29.04,70,40,3.09,MG,1701330769
532,masterton,-40.9597,175.6575,13.27,86,73,1.19,NZ,1701330770
533,hirara,24.8,125.2833,21.15,88,75,5.14,JP,1701330770
534,nueva concepcion,14.2,-91.3,22.32,90,100,2.77,GT,1701330770
535,maceio,-9.6658,-35.7353,21.69,100,0,1.54,BR,1701330770
536,sotik post,-0.7813,35.3416,22.96,47,88,0.92,KE,1701330771
537,comala,19.3167,-103.75,19.31,91,15,1.66,MX,1701330771
538,mudkhed,19.1667,77.5167,29.5,53,13,3.62,IN,1701330771
539,port douglas,-16.4833,145.4667,27.23,75,100,1.79,AU,1701330771
540,morondava,-20.2833,44.2833,29.57,63,59,3.17,MG,1701330772
541,akonolinga,3.7667,12.25,24.56,81,56,0.23,CM,1701330772
542,broome,42.2506,-75.833,-1.32,70,7,1.79,US,1701330772
543,uvalde,29.3669,-99.767,14.62,83,100,0.0,US,1701330772
544,conde,-7.2597,-34.9075,23.7,94,75,3.09,BR,1701330773
545,qaisumah,28.3112,46.1273,15.98,51,0,5.14,SA,1701330773
546,cidade velha,14.9167,-23.6167,22.26,83,0,2.06,CV,1701330773
547,sao vicente,-23.9631,-46.3919,25.15,26,10,0.45,BR,1701330773
548,colac,-38.3333,143.5833,13.43,82,100,4.67,AU,1701330774
549,adrar,20.5022,-10.0711,17.06,16,5,2.6,MR,1701330774
550,sechura,-5.5569,-80.8222,20.11,79,27,3.76,PE,1701330774
551,gaspe,48.8334,-64.4819,-6.88,58,75,3.09,CA,1701330774
552,bayana,26.9,77.2833,23.96,53,100,3.26,IN,1701330775
553,kinablangan,7.6947,126.5503,27.67,77,100,1.98,PH,1701330775
554,kelso,46.1468,-122.9084,3.39,85,100,2.24,US,1701330775
555,caleta de carquin,-11.0925,-77.6267,18.92,87,98,3.07,PE,1701330775
556,'ain el hadjar,34.7585,0.1453,6.63,29,77,5.77,DZ,1701330775
557,markovo,57.3206,107.0881,-12.8,98,98,0.85,RU,1701330776
558,altania,-23.8744,-53.9017,22.03,94,3,2.47,BR,1701330776
559,roxas,11.5853,122.7511,27.3,77,89,4.38,PH,1701330776
560,carora,10.1755,-70.0827,21.42,91,6,1.88,VE,1701330777
561,punta del este,-34.9667,-54.95,18.87,97,0,3.13,UY,1701330777
562,gazojak,41.1875,61.4036,9.35,27,0,6.22,TM,1701330777
563,meulaboh,4.1363,96.1285,24.96,93,100,2.55,ID,1701330701
564,idku,31.3078,30.299,19.91,63,28,1.21,EG,1701330778
565,sirjan,29.452,55.6814,15.8,22,0,1.42,IR,1701330482
566,abaete,-19.16,-45.4458,21.67,75,100,0.57,BR,1701330778
567,kyabe,9.4515,18.9449,30.42,42,99,1.76,TD,1701330779
568,ciudad constitucion,25.0369,-111.6644,18.13,67,4,5.4,MX,1701330779
569,illizi,26.4833,8.4667,12.89,16,0,1.51,DZ,1701330779
570,kendari,-3.945,122.4989,29.76,74,40,1.53,ID,1701330779
571,siwa oasis,29.2041,25.5195,17.88,38,13,1.12,EG,1701330780
572,lasem,-6.6922,111.4527,30.94,66,95,3.69,ID,1701330780
573,kataba,13.9833,44.3833,19.23,27,20,0.96,YE,1701330780
574,zahedan,29.4963,60.8629,16.95,51,75,3.09,IR,1701330781
575,tahe,52.3333,124.7333,-10.46,62,14,4.16,CN,1701330781
576,lorengau,-2.0226,147.2712,28.34,77,100,1.57,PG,1701330781
577,cachoeira do sul,-30.0392,-52.8939,18.99,98,40,0.21,BR,1701330782
578,san bernardo del viento,9.3533,-75.9524,26.41,87,100,3.33,CO,1701330782
579,obock,12.25,43.0833,25.4,50,57,6.73,DJ,1701330783
580,abadeh,31.1608,52.6506,13.39,20,0,0.6,IR,1701330783
581,porbandar,21.6422,69.6093,27.91,35,0,3.45,IN,1701330783
582,dalandzadgad,43.5708,104.425,-7.16,53,0,2.23,MN,1701330784
583,olavarria,-36.8927,-60.3225,14.27,88,0,3.0,AR,1701330784
584,kpandu,6.9954,0.2931,27.14,75,74,1.48,GH,1701330784
585,california,38.3004,-76.5074,4.25,64,0,3.6,US,1701330785
586,bereznik,62.8551,42.7072,-13.57,97,76,1.84,RU,1701330785
587,cuyo,10.8525,121.0086,28.39,79,10,9.66,PH,1701330785
588,tabou,4.423,-7.3528,26.3,83,28,1.02,CI,1701330785
589,sogndal,61.2283,7.1003,-4.79,93,75,0.51,NO,1701330786
590,sukuta,13.4103,-16.7082,21.01,68,0,0.0,GM,1701330786
591,klofta,60.0667,11.15,-2.73,80,75,4.12,NO,1701330786
592,pekan,3.4836,103.3996,31.06,75,74,4.09,MY,1701330787
593,wau,7.7029,27.9953,33.79,35,57,2.33,SS,1701330787
594,chandbali,20.7833,86.7667,29.51,42,16,4.18,IN,1701330787
595,sao jose da coroa grande,-8.8978,-35.1478,23.57,82,6,1.37,BR,1701330788
